titre_avis;texte_avis;note_avis;date_avis;type_voyage;nb_mots;nb_phrases;vader_compound;vader_sentiment;textblob_polarity;textblob_subjectivity;textblob_sentiment;transformer_label;transformer_score
Brooklyn Lights était super !;La quantité de marche supplémentaire a rendu difficile pour nous, donc nous sommes restés dans le bus. Il allait peut-être être arrêté par la police, alors ils se sont garés loin de l'entrée d'origine.;4;3 janvier 2025;;35;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_0;0.8141337633132935
Une visite géniale !;Cette visite en bus de Dyker Heights Christmas Lights était géniale! C'était la première fois à New York, donc notre premier voyage pour voir Dyker Heights. L'hôte était très gentil et a donné beaucoup de faits sur la ville et les points de repère que nous avons passés le long du chemin. Il a fait un excellent travail pour s'assurer que le groupe reste ensemble afin que personne ne se perde. Le chauffeur était également agréable et a fait un excellent travail pour nous y rendre et revenir en toute sécurité. Ils nous ont emmenés à Bay Ridge d'abord pour voir quelques maisons joliment décorées, nous avons abordé cet arrêt car il était beaucoup moins bondé que Dyker Heights. Dyker Heights avait tellement de décorations au-dessus du dessus ainsi que certains toniques - vers le bas plus simpliste et classique décor de Noël. Il y avait des maisons qui vendaient des chocolats chauds et des friandises ainsi que des food trucks installés. Attention il n'y a nulle part où aller aux toilettes à Dyker Heights mais il y a une salle de bain dans le bus, donc c'est un plus. Après être partis de là, nous avons fait une halte le long de l'eau avant de repasser pour retourner en ville. Nous avons pu voir le Brooklyn Bridge & Manhattan skyline tout illuminé la nuit et c'était absolument magnifique! ! C'était notre partie préférée du voyage!;5;2 janvier 2025;;234;1;0.7003;Positif;0.40727272727272734;0.6509090909090909;Positif;LABEL_1;0.9987956285476685
Je recommande vivement;Extrêmement agréable et très bien organisé.Daniel notre guide était super. Il était vraiment clair sur ce qui se passait, combien de temps les choses prendraient et a partagé beaucoup d'informations intéressantes tout au long du voyage.La visite à pied était très occupée par endroits, mais n’a pas eu d’impact sur le fait de pouvoir voir les maisons et prendre des photos.L'arrêt au pont de Brooklyn était le point culminant, des vues imprenables.Je recommande vivement.;5;31 décembre 2024;;80;1;0.5267;Positif;0.14166666666666666;0.5333333333333333;Positif;LABEL_1;0.9996435642242432
J'ai adoré Dyker Heights !;Incroyable de voir toutes les fabuleuses lumières de Noël. Notre guide, Camila, était super aussi. Un bonus supplémentaire était de s'arrêter à DUMBO sur le chemin du retour pour quelques vues magnifiques à travers l'eau;5;31 décembre 2024;déc. 2024 • En famille;35;1;0.8126;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9995396137237549
ho ho ho … Quel Noël !;Audrey notre guide nous a fait partager avec joie bonne humeur et enthousiasme la féerie de Noël de ce beau quartier de Brooklyn… nous avons découvert de belles demeures américaines décorées  de mille lumières nous éblouissant les yeux à chaque pas… une guide très sympathique et enjouée à recommander vivement !;5;29 décembre 2024;;50;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996774196624756
Voyage mère et fille !;Notre guide touristique, Steve, était fantastique! Dès que nous sommes montés dans le bus, il a fourni un commentaire continu sur l'histoire des quartiers et des points de repère que nous avons croisés. J'ai beaucoup apprécié ses idées et recommandations pour les endroits où manger. Le bus était propre mais pas d'eau donc apportez du désinfectant pour les mains.Les affichages de lumière de quartier étaient incroyables et merveilleux spectacle à voir. L'arrêt du pont de Brooklyn offrait une excellente occasion de photographier non seulement le pont, mais aussi l'horizon de la ville la nuit.Je recommande vivement cette visite comme une délicieuse façon d'embrasser pleinement la période des Fêtes!;5;29 décembre 2024;déc. 2024 • En famille;110;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996215105056763
Stourhead Christmas light show 2014;Très déçu de ce spectacle de lumière des années.Nous vivons très près de Stourhead et étant membres du National Trust, visitons de nombreuses fois par an et visitons le jeudi soir avec de la famille qui n'avait jamais été auparavant.Il semblait que les lumières de cette année étaient sur un budget avec pas tant de décors et de musique bien que charmant n'était pas vraiment approprié pour chaque scène.Le sentier n'était pas convivial pour les handicapés et ceux qui avaient des poussettes avec des pentes raides.Le Père Noël semblait en avoir marre non seulement du temps, mais aussi des enfants qui voulaient lui parler.Somme toute, pas pour nous l'année prochaine;2;6 décembre 2024;déc. 2024 • En famille;115;1;0.6705;Positif;0.0;0.0;Neutre;LABEL_0;0.933925986289978
Médiocre;Allen était un excellent guide. Notre chauffeur de bus a fait un mauvais virage et a dû reculer le bus dans une rue animée. Après cela, il a coupé un virage trop court et a heurté un poteau d'éclairage.;3;4 décembre 2024;déc. 2024 • En couple;39;1;0.5719;Positif;1.0;1.0;Positif;LABEL_1;0.9937784075737
Un peu frappé et raté;L'entraîneur a pris très tard. On nous a donné plein d'excuses différentes mais quand il est arrivé et pendant le voyage, il était clair qu'il n'avait aucune idée de l'endroit où il allait. Cela signifiait que le guide devait entrecouper ses commentaires de visite d'instructions fréquentes au conducteur.Au début, nous pensions que ce serait une visite « sans lumière » parce que le guide répétait que d’habitude, il y en a là-bas mais qu’ils ne les avaient pas allumés. Cependant, quand nous sommes arrivés à Dyker Heights, c'était incroyable. Même pour le début du mois de décembre les trottoirs étaient très encombrés avec certaines surfaces inégales donc peut-être pas une bonne idée pour ceux d'un âge ou avec des problèmes de mobilité. J'ai 75 ans et je suis presque géré avec l'aide de ma famille.Le guide était très bien informé en particulier son commentaire sur le voyage de et vers Manhattan. On n'avait pas beaucoup pensé aux toilettes, ce qui pouvait poser problème à certains. Un arrêt dans un glacier à Brooklyn avec deux toilettes après environ 4 heures. Cela peut devenir plus un problème à mesure que la saison devient plus occupée. Un arrêt très rapide à Brooklyn pour admirer les vues en raison de son retard.OK donc il y avait un autocar, un chauffeur et un guide, mais par rapport à d'autres voyages que nous avons fait, nous pensions un peu hors de prix pour le contenu. Cependant heureux que nous ayons eu l'expérience. .;3;4 décembre 2024;déc. 2024 • En famille;251;1;-0.4404;Négatif;-0.2;0.75;Négatif;LABEL_1;0.9505276679992676
La logistique interne a besoin de travail;Alan, le guide touristique, était fabuleux mais le bus touristique est arrivé 45 minutes en retard. Ça nous a gardés dehors dans des températures froides glaciales pendant tout ce temps. Personne n'était heureux et a fait pour une expérience malheureuse dès le get - go. Nous aurions facilement donné à la visite globale un 5 étoiles mais l'arrivée tardive du bus a mis un frein à l'expérience.;4;3 décembre 2024;;66;1;-0.5994;Négatif;-0.9;1.0;Négatif;LABEL_0;0.9292871356010437
La magie de Noël....;Toute la magie de Noël en vrai .... des milliers d'ampoules colorées,  une vraie compétition entre voisins pour ceux qui croient encore au père Noël.  Nous avons adoré et notre guide était parfait .... au retour un petit arrêt de nuit au pied du pont de brooklyn pour photographier manhattan ....;5;27 mars 2024;;48;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996459484100342
Steve était le meilleur !;Super soirée. J'ai lu des critiques selon lesquelles des gens se perdaient et ne suivaient pas le groupe. . . nous nous sommes arrêtés pour une glace et avons marché à notre guise. Même s'il y a beaucoup de lumières et de gens, ce n'est pas Times Square. . . c'est à quelques pâtés de maisons et si vous ne parvenez pas à retrouver le chemin du bus, peut-être que le Nouveau-Mexique pourrait être une meilleure destination de vacances que New York.Steve était un hôte fantastique et le voyage en bus était relaxant et instructif. L'arrêt au pont de Brooklyn est le point culminant.;5;13 janvier 2024;déc. 2023 • En couple;103;1;0.7096;Positif;0.23484848484848483;0.5606060606060606;Positif;LABEL_1;0.999382734298706
Ne perdez pas votre temps et votre argent avec cette tournée.;Si vous faites ce tour, sachez que vous passez les 3/4 de votre temps à bord d'un bus dans le trafic new-yorkais. Notre guide touristique était assez faible et la quantité d'informations qu'il donnait était limitée. Quand nous sommes finalement arrivés à la zone dans laquelle nous devions regarder les lumières. Il y avait tellement de monde qu'il a très mal réussi à nous garder ensemble. À un moment donné, il a quitté le groupe sans instructions pour retrouver quelques personnes perdues qui avaient pris du retard dans la foule. Certaines lumières étaient impressionnantes, la plupart des maisons étaient exagérées et devenaient trop à mon goût.;1;6 janvier 2024;;108;1;-0.5267;Négatif;-0.38181818181818183;0.7272727272727273;Négatif;LABEL_0;0.9313427805900574
Super voyage à Brooklyn pour voir Dyker Heights;Le guide touristique était super et très compétent. C'est devenu amusant pour tout le monde. C'était comme être un touriste dans notre propre ville. Le chauffeur était super aussi. Très bel avantage avec l'arrêt du pont de Brooklyn et de la bonne musique arrivant à Manhattan.;4;30 décembre 2023;;46;1;0.8074;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9995834231376648
Sympa mais....;Tout d’abord, le guide était super, mais ce n’est que dans les petits caractères qu’il a indiqué qu’il s’agissait d’une visite à pied. La marche aurait dû être mentionnée en bonne place car elle impliquait 1 heure de marche sur des collines, etc. Je n'ai donc pas pu marcher et j'ai raté la meilleure partie de la visite. Ma fille et ma nièce ont participé mais je suis restée dans le bus avec un chauffeur de bus qui était très antipathique. Il n'a jamais prononcé un mot et voulait en fait que je descende du bus car je lui ai d'abord demandé de ne pas descendre. Le guide touristique m'a suggéré de rester. De plus, il était décevant que le guide mentionne à plusieurs reprises que telle maison et telle maison n'avaient pas été décorées cette année. Je comprends que la décoration était facultative, mais il semble que quelqu'un devrait vérifier avant d'organiser des visites.;3;3 décembre 2023;;161;1;0.3182;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_0;0.8602330088615417
Brillant;Excellent voyage, le guide était plein d'informations et drôle. J'ai séjourné avec nous tout le temps et le transfert en autocar était très confortable. Très occupé cependant car c'est la période des fêtes;5;3 décembre 2023;;33;1;0.4939;Positif;1.0;1.0;Positif;LABEL_1;0.9996318817138672
Déçu;Sous la pluie, nous n'avons vu que deux pâtés de maisons, cela a pris une éternité pour y arriver. Je ne le recommanderais pas. J'y arriverais par vos propres moyens, de cette façon vous pourrez rester et aller où vous voulez.;2;3 décembre 2023;déc. 2023 • Entre amis;41;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_0;0.985195517539978
Superbes lumières mais long trajet;Le trajet aller-retour est assez long pour voir les lumières de Noël. Environ 45 minutes environ dans chaque sens. Vous voyez de superbes lumières, mais vous devez décider si le trajet dans la circulation en vaut la peine. Steve, notre guide, était très bon.;4;2 décembre 2023;;45;1;0.0;Neutre;-0.05;0.4;Négatif;LABEL_1;0.9967702627182007
1ère expérience chez Dyker;"Mon petit ami a réservé cette visite pour nous, c'était ma première fois à New York et j'ai tellement entendu parler de ce quartier! Nous avons été pris en charge en plein milieu de Times Square, mais l'attente n'était pas si terrible. Monter dans le bus s'est fait assez facilement. Le principal coupable était vraiment le trafic de New York. Mais nous nous attendions à peu près à cela, et pendant la période de Noël. Donc l'attente ne nous a pas beaucoup dérangés.Une fois sur la route, notre guide (Steve Clopper - j'espère que je le dis bien) était super gentil et drôle. Il nous a divertis tout au long du trajet. Et il a également été très instructif lorsque nous avons traversé des points chauds de la ville. Je me souviens encore que les trois principaux ponts y sont : Brooklyn, Manhattan & Williamsburg ou "" BMW "" lol.Le trajet en voiture et la visite elle-même étaient super. Nous avons eu amplement de temps à notre premier arrêt et le deuxième quartier était encore mieux! Il nous a laissé aller à notre rythme mais nous a également tenu dans les temps. Il était très catégorique quant à notre sécurité et à l'heure de retour au bus. Je le recommanderais certainement à l'avenir.";5;13 juillet 2023;déc. 2022 • En couple;211;1;0.7906;Positif;0.0984848484848485;0.6203463203463204;Positif;LABEL_1;0.9992105960845947
